ID,YEARIN,rural14,age14
21005608,2014,town,91
21007708,2014,rural,105
21010108,2014,city,98
21010408,2014,rural,87
21010508,2014,rural,103
21010908,2014,rural,91
21011908,2014,rural,88
21012708,2014,rural,71
21012808,2014,rural,71
21012908,2014,rural,72
21013008,2014,rural,71
21013108,2014,rural,73
21013308,2014,rural,72
21013408,2014,rural,70
21014208,2014,city,96
21014308,2014,city,92
21014408,2014,city,91
21014508,2014,city,91
21020308,2014,city,86
21020508,2014,city,90
21022508,2014,city,106
21023202,2014,city,92
21023308,2014,city,105
21023408,2014,city,107
21024402,2014,town,103
21024408,2014,rural,105
21024698,2014,town,99
21027202,2014,city,102
21030208,2014,city,71
21030408,2014,city,72
21031108,2014,city,72
21031308,2014,city,72
21032108,2014,city,97
21034108,2014,city,106
21034308,2014,city,106
21035000,2014,town,94
21037108,2014,city,108
21037308,2014,city,107
21038800,2014,city,104
21042508,2014,rural,105
21043408,2014,town,98
21044400,2014,town,97
21050602,2014,city,78
21051108,2014,rural,86
21052808,2014,rural,100
21053008,2014,rural,99
21053102,2014,city,84
21053402,2014,city,86
21053702,2014,city,84
21054208,2014,city,90
21054602,2014,city,79
21054802,2014,rural,86
21056102,2014,city,79
21057002,2014,city,82
21057108,2014,city,86
21057408,2014,city,90
21057502,2014,rural,81
21057508,2014,city,86
21057602,2014,rural,77
21057802,2014,rural,77
21059202,2014,city,82
21060202,2014,city,80
21061302,2014,town,78
21061602,2014,rural,77
21062902,2014,rural,86
21063502,2014,city,80
21063702,2014,city,84
21064602,2014,city,82
21064902,2014,rural,88
21065202,2014,city,83
21065302,2014,city,80
21065702,2014,city,88
21066502,2014,town,77
21066602,2014,town,80
21068002,2014,city,82
21068102,2014,town,79
21068902,2014,town,85
21069102,2014,town,80
21070802,2014,rural,80
21072002,2014,rural,86
21073202,2014,rural,86
21073402,2014,city,80
21075302,2014,city,77
21076702,2014,city,80
21077902,2014,rural,81
21078402,2014,rural,87
21078502,2014,rural,81
21078602,2014,rural,82
21078802,2014,rural,82
21078902,2014,rural,79
21080002,2014,rural,79
21080502,2014,rural,83
21080702,2014,rural,89
21081302,2014,rural,89
21081502,2014,city,78
21081602,2014,city,80
21082102,2014,rural,90
21082502,2014,rural,91
21082802,2014,town,79
21083202,2014,rural,81
21083302,2014,rural,79
21083902,2014,town,77
21084402,2014,city,84
21085602,2014,rural,77
21090008,2014,city,98
21090108,2014,city,71
21090208,2014,rural,89
21090308,2014,rural,94
21100105,2014,city,98
21100205,2014,city,95
21105705,2014,town,79
21108805,2014,town,99
21109605,2014,city,103
21150305,2014,city,75
21151405,2014,town,75
21151605,2014,town,96
21152605,2014,rural,91
21152805,2014,town,74
21152905,2014,city,74
21153005,2014,city,76
21153105,2014,city,75
21153405,2014,city,75
21153505,2014,city,76
21154305,2014,city,110
21157105,2014,city,90
21159305,2014,rural,76
21160605,2014,rural,76
21160705,2014,city,78
21160805,2014,city,80
21160905,2014,city,74
21161105,2014,city,84
21161605,2014,rural,79
21163305,2014,town,75
21163705,2014,rural,85
21163805,2014,city,75
21164205,2014,rural,83
21164305,2014,rural,81
21164405,2014,city,81
21166905,2014,city,76
21167105,2014,city,86
21167405,2014,city,87
21168005,2014,city,96
21168305,2014,city,75
21168505,2014,city,76
21168705,2014,city,74
21169005,2014,city,82
21169205,2014,city,76
21170905,2014,rural,75
21171205,2014,town,75
22001808,2014,city,85
22002008,2014,city,98
22002108,2014,city,99
22002208,2014,city,86
22002408,2014,city,72
22002508,2014,rural,70
22002608,2014,city,86
22003808,2014,city,107
22006408,2014,city,112
22007500,2014,city,95
22008108,2014,city,72
22008208,2014,city,72
22008408,2014,city,102
22008508,2014,city,87
22008808,2014,rural,99
22010108,2014,town,97
22012602,2014,town,105
22013108,2014,rural,72
22013408,2014,rural,71
22013508,2014,rural,72
22013608,2014,city,71
22013708,2014,city,72
22014398,2014,city,93
22014608,2014,rural,73
22017000,2014,rural,95
22017008,2014,rural,73
22017902,2014,rural,103
22021300,2014,city,95
22021808,2014,city,108
22022408,2014,city,112
22023708,2014,town,88
22023908,2014,town,87
22024508,2014,town,85
22031302,2014,city,79
22031802,2014,city,83
22034602,2014,city,77
22034902,2014,city,84
22035702,2014,rural,79
22035802,2014,rural,82
22036302,2014,rural,78
22036402,2014,rural,80
22036602,2014,rural,77
22036702,2014,rural,89
22036902,2014,rural,77
22038602,2014,rural,85
22039202,2014,town,82
22039602,2014,rural,80
22040102,2014,city,85
22041002,2014,city,84
22042502,2014,town,92
22042702,2014,town,92
22042802,2014,city,78
22043002,2014,city,89
22044402,2014,town,79
22044502,2014,town,77
22045502,2014,city,81
22047302,2014,city,78
22047502,2014,rural,83
22047702,2014,city,83
22047802,2014,city,88
22048302,2014,city,78
22048502,2014,city,87
22048802,2014,city,78
22049102,2014,city,86
22050402,2014,city,93
22052802,2014,city,85
22054702,2014,rural,77
22054802,2014,city,93
22061005,2014,city,75
22061805,2014,city,74
22067805,2014,city,100
22068005,2014,city,76
22069005,2014,city,81
22069305,2014,city,77
22069405,2014,city,82
22069505,2014,city,79
22069805,2014,city,73
22070005,2014,city,78
22070905,2014,city,86
22071005,2014,city,85
22071205,2014,city,75
22071405,2014,city,80
22071705,2014,city,77
22081005,2014,city,74
22082005,2014,city,75
22082105,2014,city,74
22083005,2014,city,75
22084005,2014,city,75
22084705,2014,city,74
22084905,2014,city,76
22085905,2014,city,74
22086905,2014,city,110
22088605,2014,city,110
23001208,2014,city,98
23001508,2014,rural,104
23001608,2014,rural,90
23002902,2014,rural,95
23003008,2014,city,89
23003108,2014,city,96
23003208,2014,city,93
23006808,2014,town,87
23007308,2014,city,97
23009408,2014,city,108
23009708,2014,rural,97
23009808,2014,rural,94
23011108,2014,town,98
23011308,2014,city,98
23011408,2014,city,98
23011608,2014,city,73
23012008,2014,town,72
23012108,2014,rural,70
23012208,2014,rural,72
23012308,2014,rural,72
23012508,2014,rural,71
23012608,2014,rural,72
23012708,2014,rural,71
23012808,2014,rural,71
23013002,2014,rural,109
23022600,2014,city,95
23029902,2014,rural,79
23030102,2014,rural,82
23031402,2014,city,86
23031602,2014,city,88
23032002,2014,city,80
23032502,2014,city,87
23033902,2014,city,79
23034102,2014,rural,85
23034202,2014,city,77
23034402,2014,city,84
23034802,2014,city,80
23035502,2014,rural,78
23035902,2014,rural,89
23036402,2014,city,88
23036502,2014,city,82
23036602,2014,city,86
23037202,2014,city,86
23037302,2014,city,78
23037502,2014,city,80
23037702,2014,city,91
23037802,2014,city,79
23038102,2014,city,81
23039102,2014,city,77
23040102,2014,rural,78
23043502,2014,city,79
23046702,2014,rural,114
23048702,2014,rural,78
23051205,2014,rural,75
23051605,2014,town,95
23052205,2014,city,96
23072605,2014,city,75
23073205,2014,city,75
23073405,2014,city,75
23074505,2014,town,76
23076405,2014,city,77
23076505,2014,city,75
23078105,2014,rural,75
23078905,2014,city,76
23079505,2014,city,76
23079705,2014,rural,75
23079805,2014,rural,76
23080005,2014,rural,83
23080205,2014,rural,77
23080305,2014,rural,80
23080805,2014,rural,78
23081205,2014,city,74
23081305,2014,city,75
23081705,2014,city,80
23082105,2014,city,83
23082305,2014,rural,75
23082405,2014,rural,74
23082705,2014,rural,74
23082905,2014,city,85
31002608,2014,town,104
31002708,2014,town,103
31003408,2014,town,94
31003508,2014,town,94
31003908,2014,town,72
31004800,2014,town,99
31005608,2014,town,89
31008808,2014,city,97
31009608,2014,city,71
31011408,2014,town,95
31013608,2014,city,98
31015208,2014,city,71
31016108,2014,city,102
31022308,2014,city,101
31023008,2014,city,73
31025008,2014,city,106
31029008,2014,city,99
31029408,2014,city,106
31036508,2014,city,106
31059602,2014,city,79
31062402,2014,city,83
31064502,2014,city,80
31066602,2014,town,84
31066802,2014,town,82
31067002,2014,town,84
31067202,2014,town,91
31067502,2014,town,93
31068902,2014,city,87
31070302,2014,city,90
31080302,2014,town,86
31080502,2014,town,79
31081702,2014,city,83
31082702,2014,town,79
31082902,2014,town,85
31083002,2014,town,89
31083302,2014,town,84
31084702,2014,city,88
31087602,2014,city,82
31104905,2014,city,101
31108505,2014,city,88
31110605,2014,town,86
31110805,2014,town,77
31112805,2014,city,94
31113105,2014,town,75
31115005,2014,city,75
31116505,2014,city,78
31116605,2014,city,81
31118905,2014,city,76
31124205,2014,town,76
31124305,2014,town,76
31124405,2014,town,76
31125105,2014,town,75
31125205,2014,town,76
31129505,2014,city,75
31131105,2014,town,75
31136705,2014,city,76
32000608,2014,rural,105
32001008,2014,city,73
32001108,2014,city,73
32001208,2014,city,72
32001408,2014,rural,71
32001508,2014,city,95
32001608,2014,city,72
32001708,2014,city,71
32001808,2014,rural,73
32001908,2014,rural,72
32002008,2014,rural,72
32003008,2014,city,73
32003108,2014,city,73
32003308,2014,rural,71
32004102,2014,city,90
32004108,2014,rural,72
32006108,2014,town,71
32006208,2014,rural,71
32006308,2014,town,92
32006708,2014,town,90
32006908,2014,town,86
32007302,2014,rural,93
32007408,2014,town,95
32007808,2014,town,97
32008208,2014,town,94
32008708,2014,rural,100
32009808,2014,town,99
32010708,2014,town,98
32012708,2014,rural,96
32012908,2014,city,96
32013708,2014,city,91
32013808,2014,town,91
32013908,2014,town,88
32014708,2014,city,98
32015808,2014,city,95
32015908,2014,rural,96
32016408,2014,rural,98
32016908,2014,rural,98
32017108,2014,rural,97
32017308,2014,rural,97
32029802,2014,town,94
32033000,2014,town,96
32035502,2014,town,101
32050108,2014,town,73
32050508,2014,rural,72
32050808,2014,city,72
32051008,2014,city,73
32051108,2014,town,71
32058408,2014,town,72
32061202,2014,town,93
32061408,2014,rural,100
32062708,2014,town,71
32064702,2014,rural,88
32065008,2014,rural,70
32067008,2014,city,71
32067108,2014,rural,72
32067708,2014,rural,74
32068008,2014,town,89
32069208,2014,city,111
32071008,2014,rural,108
32071808,2014,rural,97
32072308,2014,town,107
32072608,2014,rural,110
32073808,2014,rural,107
32073908,2014,town,97
32074808,2014,rural,97
32079802,2014,town,93
32081408,2014,rural,106
32082008,2014,rural,108
32082408,2014,rural,107
32083808,2014,town,106
32085508,2014,rural,106
32086498,2014,town,97
32086898,2014,town,97
32088202,2014,town,102
32090108,2014,rural,108
32091608,2014,rural,105
32092008,2014,rural,110
32093098,2014,town,104
32100508,2014,rural,89
32101408,2014,rural,96
32101508,2014,town,73
32101608,2014,rural,72
32101708,2014,rural,72
32101808,2014,city,71
32101908,2014,town,73
32102508,2014,town,90
32103308,2014,rural,74
32103408,2014,rural,74
32103708,2014,town,99
32104198,2014,city,98
32120900,2014,rural,94
32121600,2014,rural,95
32122400,2014,town,95
32123400,2014,town,100
32126500,2014,rural,96
32128400,2014,rural,94
32129300,2014,town,95
32131302,2014,rural,100
32138602,2014,town,95
32141500,2014,town,94
32148200,2014,rural,96
32150108,2014,city,72
32150208,2014,rural,72
32150308,2014,city,73
32150408,2014,city,71
32150608,2014,city,73
32150808,2014,city,72
32151108,2014,city,72
32151302,2014,city,84
32151308,2014,city,73
32151402,2014,city,81
32151508,2014,city,73
32151608,2014,city,72
32151708,2014,city,74
32152008,2014,city,72
32152908,2014,town,95
32153102,2014,city,79
32153308,2014,rural,90
32153408,2014,rural,94
32153602,2014,city,80
32153802,2014,rural,78
32153902,2014,city,81
32154002,2014,rural,80
32155108,2014,town,91
32156102,2014,rural,88
32156302,2014,rural,78
32156502,2014,rural,79
32156602,2014,rural,84
32156902,2014,rural,81
32157102,2014,town,92
32157202,2014,town,84
32157302,2014,rural,80
32157402,2014,town,79
32157602,2014,town,87
32158002,2014,town,79
32160008,2014,rural,95
32160102,2014,rural,78
32160202,2014,rural,87
32160602,2014,rural,76
32160702,2014,rural,76
32160802,2014,rural,85
32161002,2014,rural,83
32161008,2014,town,95
32161302,2014,rural,76
32161402,2014,rural,78
32161802,2014,rural,80
32162402,2014,city,87
32162608,2014,town,87
32162802,2014,rural,90
32163008,2014,rural,90
32164002,2014,town,77
32164102,2014,town,78
32164202,2014,rural,84
32164502,2014,rural,83
32164908,2014,town,94
32165202,2014,rural,80
32165308,2014,town,86
32165402,2014,rural,82
32165602,2014,town,94
32165702,2014,rural,83
32166002,2014,town,79
32166108,2014,town,89
32166302,2014,town,86
32166402,2014,rural,80
32167302,2014,rural,84
32167608,2014,town,100
32167702,2014,rural,88
32167902,2014,city,83
32168408,2014,town,90
32168502,2014,rural,82
32168602,2014,rural,80
32168608,2014,town,96
32169108,2014,town,94
32169202,2014,rural,84
32169302,2014,rural,77
32169308,2014,rural,94
32169502,2014,rural,86
32169508,2014,rural,95
32169708,2014,town,100
32170102,2014,town,93
32170202,2014,town,90
32170402,2014,rural,80
32170508,2014,town,96
32170702,2014,rural,90
32171002,2014,rural,78
32171102,2014,rural,85
32171302,2014,rural,83
32171602,2014,town,77
32171702,2014,town,79
32172202,2014,town,80
32172402,2014,town,78
32173702,2014,town,80
32173902,2014,town,83
32174302,2014,town,77
32174702,2014,town,79
32175102,2014,rural,79
32175202,2014,rural,83
32175602,2014,town,90
32175702,2014,town,81
32176102,2014,town,85
32176202,2014,town,82
32176302,2014,town,77
32176402,2014,town,78
32178402,2014,town,78
32179902,2014,city,91
32180302,2014,town,91
32181002,2014,town,83
32181102,2014,town,81
32181902,2014,rural,85
32184102,2014,town,77
32184802,2014,town,84
32184902,2014,rural,91
32185002,2014,rural,78
32185102,2014,town,85
32185702,2014,rural,89
32186502,2014,rural,79
32186602,2014,rural,90
32186702,2014,rural,84
32186802,2014,town,85
32186902,2014,rural,84
32187102,2014,rural,76
32187202,2014,rural,91
32187302,2014,town,87
32187702,2014,rural,84
32187902,2014,rural,77
32188102,2014,rural,92
32188602,2014,city,79
32188702,2014,city,80
32189702,2014,town,78
32189802,2014,rural,83
32190002,2014,town,81
32190102,2014,town,89
32190302,2014,town,86
32190802,2014,town,91
32191102,2014,rural,78
32191502,2014,city,81
32192502,2014,rural,80
32192602,2014,town,80
32192802,2014,rural,78
32192902,2014,rural,78
32193102,2014,rural,84
32193302,2014,town,88
32193402,2014,rural,77
32193602,2014,town,87
32193702,2014,town,91
32194002,2014,town,91
32194102,2014,town,86
32195302,2014,rural,77
32195602,2014,town,84
32195802,2014,town,92
32197002,2014,city,91
32197502,2014,town,92
32197802,2014,rural,86
32198102,2014,town,83
32198902,2014,town,81
32199402,2014,city,81
32199702,2014,town,77
32200502,2014,town,81
32200508,2014,town,71
32201102,2014,rural,88
32201302,2014,rural,87
32201402,2014,rural,77
32201702,2014,town,86
32201902,2014,town,86
32202102,2014,town,82
32203902,2014,rural,81
32204402,2014,rural,77
32204602,2014,town,79
32204902,2014,city,98
32205402,2014,city,78
32205902,2014,town,90
32206402,2014,town,93
32206602,2014,city,81
32206702,2014,town,79
32208502,2014,town,80
32208802,2014,city,79
32209002,2014,town,89
32209302,2014,rural,112
32212102,2014,town,78
32213102,2014,rural,84
32217902,2014,town,82
32219302,2014,rural,84
32222102,2014,town,78
32223702,2014,town,85
32224002,2014,rural,89
32226602,2014,town,90
32226802,2014,rural,86
32227002,2014,town,79
32229702,2014,town,84
32229902,2014,town,81
32230102,2014,town,85
32230302,2014,town,91
32230402,2014,town,90
32230502,2014,rural,77
32230602,2014,rural,85
32231502,2014,rural,80
32231702,2014,rural,77
32232302,2014,town,85
32232802,2014,rural,80
32233102,2014,rural,82
32234002,2014,town,79
32234202,2014,rural,80
32234702,2014,town,84
32282702,2014,town,90
32284302,2014,town,93
32286602,2014,city,88
32286702,2014,city,80
32286902,2014,city,89
32287102,2014,town,94
32287202,2014,town,77
32287402,2014,town,83
32287802,2014,town,84
32287902,2014,town,77
32288202,2014,rural,77
32288802,2014,town,77
32289002,2014,rural,83
32289602,2014,town,93
32289802,2014,town,80
32290002,2014,town,83
32302805,2014,rural,98
32305605,2014,rural,108
32308405,2014,town,75
32313605,2014,rural,96
32313805,2014,rural,95
32314905,2014,rural,97
32315605,2014,town,97
32315705,2014,town,106
32317705,2014,town,81
32318205,2014,town,80
32318605,2014,rural,82
32319105,2014,rural,75
32319205,2014,town,75
32319305,2014,rural,86
32319705,2014,town,97
32319905,2014,rural,87
32320205,2014,rural,88
32320305,2014,town,84
32320405,2014,town,83
32320805,2014,town,77
32321005,2014,city,80
32321505,2014,town,78
32321605,2014,town,83
32322005,2014,town,76
32322605,2014,city,87
32322905,2014,rural,101
32323905,2014,town,85
32324005,2014,town,78
32324505,2014,rural,93
32325305,2014,rural,82
32325405,2014,rural,82
32325805,2014,rural,81
32326105,2014,town,78
32326205,2014,town,80
32326305,2014,town,81
32327505,2014,town,79
32327905,2014,rural,88
32328305,2014,city,82
32329705,2014,rural,94
32330305,2014,town,84
32330905,2014,town,86
32331005,2014,town,81
32331105,2014,city,74
32331505,2014,city,76
32331605,2014,rural,75
32332605,2014,city,98
32332805,2014,rural,87
32336005,2014,rural,75
32336605,2014,rural,75
32336805,2014,city,79
32337705,2014,rural,83
32337805,2014,rural,84
32338205,2014,rural,73
32338905,2014,rural,76
32339005,2014,rural,74
32339505,2014,rural,76
32339805,2014,rural,80
32341305,2014,rural,99
32341605,2014,city,83
32342005,2014,town,79
32343205,2014,rural,87
32343705,2014,town,74
32343905,2014,rural,77
32345505,2014,rural,82
32346005,2014,rural,84
32346205,2014,town,89
32346405,2014,rural,75
32346505,2014,rural,95
32346605,2014,city,95
32350205,2014,town,78
32352105,2014,rural,76
32355105,2014,town,75
32356905,2014,town,76
32357105,2014,town,74
32357205,2014,town,74
32358505,2014,rural,112
32359005,2014,rural,74
32361005,2014,town,76
32362305,2014,rural,74
32363005,2014,town,77
32363205,2014,town,76
32365505,2014,city,75
32365705,2014,rural,76
32366205,2014,city,75
32366405,2014,city,96
32366605,2014,city,94
32366805,2014,city,77
32366905,2014,city,74
32367005,2014,town,76
32367105,2014,rural,75
32368105,2014,town,74
32368205,2014,town,76
32368305,2014,town,76
32368405,2014,town,74
32369205,2014,rural,75
32369305,2014,rural,74
32369605,2014,city,74
32369705,2014,town,75
32369905,2014,rural,76
32370005,2014,rural,75
32370405,2014,rural,73
32370705,2014,city,75
32371405,2014,town,75
32371705,2014,rural,75
32371805,2014,rural,74
32372005,2014,rural,76
32372305,2014,rural,74
32372405,2014,town,74
32372505,2014,rural,75
32372605,2014,rural,74
32372705,2014,town,76
32373805,2014,town,81
32374205,2014,rural,77
32374905,2014,city,75
32375505,2014,rural,76
32375705,2014,city,83
32376005,2014,rural,75
32377305,2014,town,74
32377405,2014,town,76
32377505,2014,town,76
32377905,2014,rural,75
32378105,2014,rural,74
32379205,2014,town,84
32380305,2014,rural,76
32385005,2014,town,73
32421912,2014,rural,98
32422212,2014,rural,92
32422412,2014,rural,83
32422612,2014,town,68
32423312,2014,town,100
32423512,2014,town,77
32423712,2014,town,97
32424112,2014,town,66
32424212,2014,town,99
32424612,2014,town,95
32425012,2014,town,81
32425112,2014,town,73
32425312,2014,rural,90
32425412,2014,rural,97
32426212,2014,rural,90
32426312,2014,rural,88
32426712,2014,rural,81
32426912,2014,rural,97
32427012,2014,rural,73
32427212,2014,rural,85
32427312,2014,rural,85
32427512,2014,rural,102
32427712,2014,town,92
32427812,2014,town,95
32427912,2014,town,78
32428112,2014,town,103
32428312,2014,rural,86
32428412,2014,rural,104
32428612,2014,rural,86
32428812,2014,rural,82
32429112,2014,town,93
32429712,2014,rural,91
32429912,2014,rural,101
32430212,2014,rural,92
32431712,2014,rural,70
32432512,2014,rural,71
32432712,2014,rural,103
32433212,2014,rural,73
32433312,2014,rural,93
32433812,2014,rural,95
32434412,2014,rural,77
32434612,2014,rural,83
32434812,2014,rural,78
32435312,2014,rural,98
32435412,2014,rural,82
32435512,2014,rural,62
32435712,2014,rural,105
32436012,2014,rural,88
32436112,2014,town,78
32436212,2014,rural,102
32436312,2014,town,89
32436412,2014,rural,84
32436712,2014,town,95
32436912,2014,rural,87
32437212,2014,rural,80
32437312,2014,rural,93
32437512,2014,rural,73
32437912,2014,rural,87
32438212,2014,town,68
32438312,2014,rural,102
32438412,2014,town,73
32438512,2014,rural,79
32438712,2014,rural,88
32438912,2014,rural,107
32439312,2014,rural,77
32440212,2014,town,92
32440612,2014,town,93
32440712,2014,town,76
32441012,2014,town,89
32441412,2014,rural,107
32441512,2014,rural,77
32441612,2014,rural,72
32441812,2014,rural,84
32442012,2014,rural,84
32442212,2014,rural,83
32442512,2014,rural,72
32442912,2014,rural,72
32443212,2014,town,93
32443312,2014,town,93
32443412,2014,rural,76
32443612,2014,rural,80
32443812,2014,rural,87
32444012,2014,rural,87
32444112,2014,rural,102
32444312,2014,rural,82
32444512,2014,town,97
32444612,2014,town,87
32444912,2014,town,94
32445012,2014,rural,104
32445112,2014,rural,86
32445412,2014,rural,98
32446112,2014,town,107
32446312,2014,town,75
32446412,2014,town,72
32447112,2014,town,103
32447212,2014,town,69
32447412,2014,rural,97
32447512,2014,rural,82
32447712,2014,rural,85
32448112,2014,rural,103
32448212,2014,rural,72
32448712,2014,rural,75
32448812,2014,rural,103
32448912,2014,rural,82
32449012,2014,rural,102
32449112,2014,rural,78
32449212,2014,rural,104
32449312,2014,rural,86
32449412,2014,rural,102
32449512,2014,rural,78
32449612,2014,rural,93
32449712,2014,rural,85
32449912,2014,rural,84
32450012,2014,rural,88
32450112,2014,rural,88
32450812,2014,rural,80
32451512,2014,rural,102
32451612,2014,rural,78
32451812,2014,rural,106
32452012,2014,rural,101
32452112,2014,rural,77
32452512,2014,rural,86
32452612,2014,rural,98
32452812,2014,rural,87
32452912,2014,rural,90
32453112,2014,rural,72
32453312,2014,rural,80
32453412,2014,rural,68
32453512,2014,rural,67
32453812,2014,rural,68
32454112,2014,rural,102
32455112,2014,rural,95
32455212,2014,town,97
32455312,2014,rural,102
32455612,2014,rural,81
32455712,2014,rural,70
32456112,2014,rural,103
32456212,2014,rural,79
32456312,2014,rural,67
32456412,2014,rural,72
32456512,2014,rural,111
32457112,2014,rural,79
32457612,2014,rural,101
32457712,2014,town,83
32457912,2014,town,72
32458012,2014,rural,74
32458112,2014,rural,102
32458212,2014,rural,82
32458412,2014,rural,75
32458512,2014,rural,87
32458612,2014,rural,92
32458812,2014,rural,102
32459112,2014,rural,103
32459312,2014,rural,79
32459412,2014,rural,84
32459912,2014,rural,88
32460014,2014,rural,100
32460114,2014,rural,81
32460214,2014,town,101
32460314,2014,town,68
32460414,2014,rural,84
32460614,2014,town,71
32460714,2014,rural,100
32461014,2014,rural,100
32461114,2014,rural,75
32461214,2014,rural,100
32461314,2014,rural,80
32461414,2014,rural,101
32461514,2014,rural,66
32461614,2014,town,75
32461714,2014,town,99
32461914,2014,rural,66
32462014,2014,rural,91
32462114,2014,rural,97
32462214,2014,rural,96
32462314,2014,rural,93
32462414,2014,rural,92
32462514,2014,rural,91
32462614,2014,rural,90
32462714,2014,rural,90
32462814,2014,rural,91
